m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
,,,,,,,,-19995.6,0.3875
,,,,,,,,-19995.6,0.4
,,,,,,,,-19995.6,0.425
,,,,,,,,-19995.6,0.4375
,,,,,,,,-18338.6,0.4375
,,,,,,,,-18338.6,0.45
,,,,,,,,-18338.6,0.475
,,,,,,,,-18338.6,0.4875
,,,,,,,,-16732.5,0.4875
,,,,,,,,-16732.5,0.5
,,,,,,,,-16732.5,0.525
,,,,,,,,-16732.5,0.5375
,,,,,,,,-15182.5,0.5375
,,,,,,,,-15182.5,0.55
,,,,,,,,-15182.5,0.575
,,,,,,,,-15182.5,0.5875
,,,,,,,,-13692.9,0.5875
,,,,,,,,-13692.9,0.6
,,,,,,,,-13692.9,0.625
,,,,,,,,-13692.9,0.6375
,,,,,,,,-12267.1,0.6375
,,,,,,,,-12267.1,0.65
,,,,,,,,-12267.1,0.675
,,,,,,,,-12267.1,0.6875
,,,,,,,,-10907.8,0.6875
,,,,,,,,-10907.8,0.7
,,,,,,,,-10907.8,0.725
,,,,,,,,-10907.8,0.7375
,,,,,,,,-9616.99,0.7375
,,,,,,,,-9616.99,0.75
,,,,,,,,-9616.99,0.775
,,,,,,,,-9616.99,0.7875
,,,,,,,,-8395.94,0.7875
,,,,,,,,-8395.94,0.8
,,,,,,,,-8395.94,0.825
,,,,,,,,-8395.94,0.8375
,,,,,,,,-7245.41,0.8375
,,,,,,,,-7245.41,0.85
,,,,,,,,-7245.41,0.875
,,,,,,,,-7245.41,0.8875
,,,,,,,,-6165.64,0.8875
,,,,,,,,-6165.64,0.9
,,,,,,,,-6165.64,0.925
,,,,,,,,-6165.64,0.9375
,,,,,,,,-5156.35,0.9375
,,,,,,,,-5156.35,0.95
,,,,,,,,-5156.35,0.975
,,,,,,,,-5156.35,0.9875
,,,,,,,,-4216.84,0.9875
,,,,,,,,-4216.84,1
,,,,,,,,-4216.84,1.025
,,,,,,,,-4216.84,1.0375
,,,,,,,,-3346.04,1.0375
,,,,,,,,-3346.04,1.05
,,,,,,,,-3346.04,1.075
,,,,,,,,-3346.04,1.0875
,,,,,,,,-2542.55,1.0875
,,,,,,,,-2542.55,1.1
,,,,,,,,-2542.55,1.125
,,,,,,,,-2542.55,1.1375
,,,,,,,,-1804.67,1.1375
,,,,,,,,-1804.67,1.15
,,,,,,,,-1804.67,1.175
,,,,,,,,-1804.67,1.1875
,,,,,,,,-1130.44,1.1875
,,,,,,,,-1130.44,1.2
,,,,,,,,-1130.44,1.225
,,,,,,,,-1130.44,1.2375
,,,,,,,,-517.714,1.2375
,,,,,,,,-517.714,1.25
,,,,,,,,-517.714,1.275
,,,,,,,,-517.714,1.2875
,,,,,,,,35.8494,1.2875
,,,,,,,,35.8494,1.3
,,,,,,,,35.8494,1.325
,,,,,,,,35.8494,1.3375
,,,,,,,,532.729,1.3375
,,,,,,,,532.729,1.35
,,,,,,,,532.729,1.375
,,,,,,,,532.729,1.3875
,,,,,,,,975.516,1.3875
,,,,,,,,975.516,1.4
,,,,,,,,975.516,1.425
,,,,,,,,975.516,1.4375
,,,,,,,,1366.89,1.4375
,,,,,,,,1366.89,1.45
,,,,,,,,1366.89,1.475
,,,,,,,,1366.89,1.4875
,,,,,,,,1709.57,1.4875
,,,,,,,,1709.57,1.5
,,,,,,,,1709.57,1.525
,,,,,,,,1709.57,1.5375
,,,,,,,,2006.34,1.5375
,,,,,,,,2006.34,1.55
,,,,,,,,2006.34,1.575
,,,,,,,,2006.34,1.5875
,,,,,,,,2259.98,1.5875
,,,,,,,,2259.98,1.6
,,,,,,,,2259.98,1.625
,,,,,,,,2259.98,1.6375
,,,,,,,,2473.26,1.6375
,,,,,,,,2473.26,1.65
,,,,,,,,2473.26,1.675
,,,,,,,,2473.26,1.6875
,,,,,,,,2648.93,1.6875
,,,,,,,,2648.93,1.7
,,,,,,,,2648.93,1.725
,,,,,,,,2648.93,1.7375
,,,,,,,,2789.71,1.7375
,,,,,,,,2789.71,1.75
,,,,,,,,2789.71,1.775
,,,,,,,,2789.71,1.7875
,,,,,,,,2898.26,1.7875
,,,,,,,,2898.26,1.8
,,,,,,,,2898.26,1.825
,,,,,,,,2898.26,1.8375
,,,,,,,,2977.17,1.8375
,,,,,,,,2977.17,1.85
,,,,,,,,2977.17,1.875
,,,,,,,,2977.17,1.8875
,,,,,,,,3028.97,1.8875
,,,,,,,,3028.97,1.9
,,,,,,,,3028.97,1.925
,,,,,,,,3028.97,1.9375
,,,,,,,,3056.1,1.9375
,,,,,,,,3056.1,1.95
,,,,,,,,3056.1,1.975
,,,,,,,,3056.1,1.9875
,,,,,,,,3060.91,1.9875
,,,,,,,,3060.91,2
,,,,,,,,3060.91,2.025
,,,,,,,,3060.91,2.0375
,,,,,,,,3045.64,2.0375
,,,,,,,,3045.64,2.05
,,,,,,,,3045.64,2.075
,,,,,,,,3045.64,2.0875
,,,,,,,,3012.46,2.0875
,,,,,,,,3012.46,2.1
,,,,,,,,3012.46,2.125
,,,,,,,,3012.46,2.1375
,,,,,,,,2963.4,2.1375
,,,,,,,,2963.4,2.15
,,,,,,,,2963.4,2.175
,,,,,,,,2963.4,2.1875
,,,,,,,,2900.42,2.1875
,,,,,,,,2900.42,2.2
,,,,,,,,2900.42,2.225
,,,,,,,,2900.42,2.2375
,,,,,,,,2825.34,2.2375
,,,,,,,,2825.34,2.25
,,,,,,,,2825.34,2.275
,,,,,,,,2825.34,2.2875
,,,,,,,,2739.88,2.2875
,,,,,,,,2739.88,2.3
,,,,,,,,2739.88,2.325
,,,,,,,,2739.88,2.3375
,,,,,,,,2645.65,2.3375
,,,,,,,,2645.65,2.35
,,,,,,,,2645.65,2.375
,,,,,,,,2645.65,2.3875
,,,,,,,,2544.18,2.3875
,,,,,,,,2544.18,2.4
,,,,,,,,2544.18,2.425
,,,,,,,,2544.18,2.4375
,,,,,,,,2436.84,2.4375
,,,,,,,,2436.84,2.45
,,,,,,,,2436.84,2.475
,,,,,,,,2436.84,2.4875
,,,,,,,,2324.93,2.4875
,,,,,,,,2324.93,2.5
,,,,,,,,2324.93,2.525
,,,,,,,,2324.93,2.5375
,,,,,,,,2209.65,2.5375
,,,,,,,,2209.65,2.55
,,,,,,,,2209.65,2.575
,,,,,,,,2209.65,2.5875
,,,,,,,,2092.08,2.5875
,,,,,,,,2092.08,2.6
,,,,,,,,2092.08,2.625
,,,,,,,,2092.08,2.6375
,,,,,,,,1973.21,2.6375
,,,,,,,,1973.21,2.65
,,,,,,,,1973.21,2.675
,,,,,,,,1973.21,2.6875
,,,,,,,,1853.96,2.6875
,,,,,,,,1853.96,2.7
,,,,,,,,1853.96,2.725
,,,,,,,,1853.96,2.7375
,,,,,,,,1735.11,2.7375
,,,,,,,,1735.11,2.75
,,,,,,,,1735.11,2.775
,,,,,,,,1735.11,2.7875
,,,,,,,,1617.41,2.7875
,,,,,,,,1617.41,2.8
,,,,,,,,1617.41,2.825
,,,,,,,,1617.41,2.8375
,,,,,,,,1501.49,2.8375
,,,,,,,,1501.49,2.85
,,,,,,,,1501.49,2.875
,,,,,,,,1501.49,2.8875
,,,,,,,,1387.93,2.8875
,,,,,,,,1387.93,2.9
,,,,,,,,1387.93,2.925
,,,,,,,,1387.93,2.9375
,,,,,,,,1277.2,2.9375
,,,,,,,,1277.2,2.95
,,,,,,,,1277.2,2.975
,,,,,,,,1277.2,2.9875
,,,,,,,,1169.74,2.9875
,,,,,,,,1169.74,3
,,,,,,,,1169.74,3.025
,,,,,,,,1169.74,3.0375
,,,,,,,,1065.91,3.0375
,,,,,,,,1065.91,3.05
,,,,,,,,1065.91,3.075
,,,,,,,,1065.91,3.0875
,,,,,,,,966.008,3.0875
,,,,,,,,966.008,3.1
,,,,,,,,966.008,3.125
,,,,,,,,966.008,3.1375
,,,,,,,,870.272,3.1375
,,,,,,,,870.272,3.15
,,,,,,,,870.272,3.175
,,,,,,,,870.272,3.1875
,,,,,,,,778.896,3.1875
,,,,,,,,778.896,3.2
,,,,,,,,778.896,3.225
,,,,,,,,778.896,3.2375
,,,,,,,,692.026,3.2375
,,,,,,,,692.026,3.25
,,,,,,,,692.026,3.275
,,,,,,,,692.026,3.2875
,,,,,,,,609.76,3.2875
,,,,,,,,609.76,3.3
,,,,,,,,609.76,3.325
,,,,,,,,609.76,3.3375
,,,,,,,,532.158,3.3375
,,,,,,,,532.158,3.35
,,,,,,,,532.158,3.375
,,,,,,,,532.158,3.3875
,,,,,,,,459.245,3.3875
,,,,,,,,459.245,3.4
,,,,,,,,459.245,3.425
,,,,,,,,459.245,3.4375
,,,,,,,,391.012,3.4375
,,,,,,,,391.012,3.45
,,,,,,,,391.012,3.475
,,,,,,,,391.012,3.4875
,,,,,,,,327.42,3.4875
,,,,,,,,327.42,3.5
,,,,,,,,327.42,3.525
,,,,,,,,327.42,3.5375
,,,,,,,,268.405,3.5375
,,,,,,,,268.405,3.55
,,,,,,,,268.405,3.575
,,,,,,,,268.405,3.5875
,,,,,,,,213.879,3.5875
,,,,,,,,213.879,3.6
,,,,,,,,213.879,3.625
,,,,,,,,213.879,3.6375
,,,,,,,,163.736,3.6375
,,,,,,,,163.736,3.65
,,,,,,,,163.736,3.675
,,,,,,,,163.736,3.6875
,,,,,,,,117.851,3.6875
,,,,,,,,117.851,3.7
,,,,,,,,117.851,3.725
,,,,,,,,117.851,3.7375
,,,,,,,,76.0842,3.7375
,,,,,,,,76.0842,3.75
,,,,,,,,76.0842,3.775
,,,,,,,,76.0842,3.7875
,,,,,,,,38.2839,3.7875
,,,,,,,,38.2839,3.8
,,,,,,,,38.2839,3.825
,,,,,,,,38.2839,3.8375
,,,,,,,,4.2886,3.8375
,,,,,,,,4.2886,3.85
,,,,,,,,4.2886,3.875
,,,,,,,,4.2886,3.8875
,,,,,,,,-26.0717,3.8875
,,,,,,,,-26.0717,3.9
,,,,,,,,-26.0717,3.925
,,,,,,,,-26.0717,3.9375
,,,,,,,,-52.9729,3.9375
,,,,,,,,-52.9729,3.95
,,,,,,,,-52.9729,3.975
,,,,,,,,-52.9729,3.9875
,,,,,,,,-76.5951,3.9875
,,,,,,,,-76.5951,4
,,,,,,,,-76.5951,4.025
,,,,,,,,-76.5951,4.0375
,,,,,,,,-97.1215,4.0375
,,,,,,,,-97.1215,4.05
,,,,,,,,-97.1215,4.075
,,,,,,,,-97.1215,4.0875
,,,,,,,,-114.736,4.0875
,,,,,,,,-114.736,4.1
,,,,,,,,-114.736,4.125
,,,,,,,,-114.736,4.1375
,,,,,,,,-129.624,4.1375
,,,,,,,,-129.624,4.15
,,,,,,,,-129.624,4.175
,,,,,,,,-129.624,4.1875
,,,,,,,,-141.966,4.1875
,,,,,,,,-141.966,4.2
,,,,,,,,-141.966,4.225
,,,,,,,,-141.966,4.2375
,,,,,,,,-151.945,4.2375
,,,,,,,,-151.945,4.25
,,,,,,,,-151.945,4.275
,,,,,,,,-151.945,4.2875
,,,,,,,,-159.738,4.2875
,,,,,,,,-159.738,4.3
,,,,,,,,-159.738,4.325
,,,,,,,,-159.738,4.3375
,,,,,,,,-165.517,4.3375
,,,,,,,,-165.517,4.35
,,,,,,,,-165.517,4.375
,,,,,,,,-165.517,4.3875
,,,,,,,,-169.453,4.3875
,,,,,,,,-169.453,4.4
,,,,,,,,-169.453,4.425
,,,,,,,,-169.453,4.4375
,,,,,,,,-171.707,4.4375
,,,,,,,,-171.707,4.45
,,,,,,,,-171.707,4.475
,,,,,,,,-171.707,4.4875
,,,,,,,,-172.438,4.4875
,,,,,,,,-172.438,4.5
,,,,,,,,-172.438,4.525
,,,,,,,,-172.438,4.5375
,,,,,,,,-171.796,4.5375
,,,,,,,,-171.796,4.55
,,,,,,,,-171.796,4.575
,,,,,,,,-171.796,4.5875
,,,,,,,,-169.927,4.5875
,,,,,,,,-169.927,4.6
,,,,,,,,-169.927,4.625
,,,,,,,,-169.927,4.6375
,,,,,,,,-166.968,4.6375
,,,,,,,,-166.968,4.65
,,,,,,,,-166.968,4.675
,,,,,,,,-166.968,4.6875
,,,,,,,,-163.049,4.6875
,,,,,,,,-163.049,4.7
,,,,,,,,-163.049,4.725
,,,,,,,,-163.049,4.7375
,,,,,,,,-158.295,4.7375
,,,,,,,,-158.295,4.75
,,,,,,,,-158.295,4.775
,,,,,,,,-158.295,4.7875
,,,,,,,,-152.82,4.7875
,,,,,,,,-152.82,4.8
,,,,,,,,-152.82,4.825
,,,,,,,,-152.82,4.8375
,,,,,,,,-146.736,4.8375
,,,,,,,,-146.736,4.85
,,,,,,,,-146.736,4.875
,,,,,,,,-146.736,4.8875
,,,,,,,,-140.142,4.8875
,,,,,,,,-140.142,4.9
,,,,,,,,-140.142,4.925
,,,,,,,,-140.142,4.9375
,,,,,,,,-133.134,4.9375
,,,,,,,,-133.134,4.95
,,,,,,,,-133.134,4.975
,,,,,,,,-133.134,4.9875
,,,,,,,,-125.8,4.9875
,,,,,,,,-125.8,5
,,,,,,,,-125.8,5.025
,,,,,,,,-125.8,5.0375
,,,,,,,,-118.22,5.0375
,,,,,,,,-118.22,5.05
,,,,,,,,-118.22,5.075
,,,,,,,,-118.22,5.0875
,,,,,,,,-110.468,5.0875
,,,,,,,,-110.468,5.1
,,,,,,,,-110.468,5.125
,,,,,,,,-110.468,5.1375
,,,,,,,,-102.612,5.1375
,,,,,,,,-102.612,5.15
,,,,,,,,-102.612,5.175
,,,,,,,,-102.612,5.1875
,,,,,,,,-94.7142,5.1875
,,,,,,,,-94.7142,5.2
,,,,,,,,-94.7142,5.225
,,,,,,,,-94.7142,5.2375
,,,,,,,,-86.8288,5.2375
,,,,,,,,-86.8288,5.25
,,,,,,,,-86.8288,5.275
,,,,,,,,-86.8288,5.2875
,,,,,,,,-79.0058,5.2875
,,,,,,,,-79.0058,5.3
,,,,,,,,-79.0058,5.325
,,,,,,,,-79.0058,5.3375
,,,,,,,,-71.2894,5.3375
,,,,,,,,-71.2894,5.35
,,,,,,,,-71.2894,5.375
,,,,,,,,-71.2894,5.3875
,,,,,,,,-63.7185,5.3875
,,,,,,,,-63.7185,5.4
,,,,,,,,-63.7185,5.425
,,,,,,,,-63.7185,5.4375
,,,,,,,,-56.3272,5.4375
,,,,,,,,-56.3272,5.45
,,,,,,,,-56.3272,5.475
,,,,,,,,-56.3272,5.4875
,,,,,,,,-49.1449,5.4875
,,,,,,,,-49.1449,5.5
,,,,,,,,-49.1449,5.525
,,,,,,,,-49.1449,5.5375
,,,,,,,,-42.1964,5.5375
,,,,,,,,-42.1964,5.55
,,,,,,,,-42.1964,5.575
,,,,,,,,-42.1964,5.5875
,,,,,,,,-35.5029,5.5875
,,,,,,,,-35.5029,5.6
,,,,,,,,-35.5029,5.625
,,,,,,,,-35.5029,5.6375
,,,,,,,,-29.0815,5.6375
,,,,,,,,-29.0815,5.65
,,,,,,,,-29.0815,5.675
,,,,,,,,-29.0815,5.6875
,,,,,,,,-22.9459,5.6875
,,,,,,,,-22.9459,5.7
,,,,,,,,-22.9459,5.725
,,,,,,,,-22.9459,5.7375
,,,,,,,,-17.1063,5.7375
,,,,,,,,-17.1063,5.75
,,,,,,,,-17.1063,5.775
,,,,,,,,-17.1063,5.7875
,,,,,,,,-11.5704,5.7875
,,,,,,,,-11.5704,5.8
,,,,,,,,-11.5704,5.825
,,,,,,,,-11.5704,5.8375
,,,,,,,,-6.34269,5.8375
,,,,,,,,-6.34269,5.85
,,,,,,,,-6.34269,5.875
,,,,,,,,-6.34269,5.8875
,,,,,,,,-1.42555,5.8875
,,,,,,,,-1.42555,5.9
,,,,,,,,-1.42555,5.925
,,,,,,,,-1.42555,5.9375
,,,,,,,,3.18105,5.9375
,,,,,,,,3.18105,5.95
,,,,,,,,3.18105,5.975
,,,,,,,,3.18105,5.9875
,,,,,,,,7.47913,5.9875
,,,,,,,,7.47913,6
,,,,,,,,7.47913,6.025
,,,,,,,,7.47913,6.0375
,,,,,,,,11.4725,6.0375
,,,,,,,,11.4725,6.05
,,,,,,,,11.4725,6.075
,,,,,,,,11.4725,6.0875
,,,,,,,,15.1664,6.0875
,,,,,,,,15.1664,6.1
,,,,,,,,15.1664,6.125
,,,,,,,,15.1664,6.1375
,,,,,,,,18.5677,6.1375
,,,,,,,,18.5677,6.15
,,,,,,,,18.5677,6.175
,,,,,,,,18.5677,6.1875
,,,,,,,,21.6844,6.1875
,,,,,,,,21.6844,6.2
,,,,,,,,21.6844,6.225
,,,,,,,,21.6844,6.2375
,,,,,,,,24.5254,6.2375
,,,,,,,,24.5254,6.25
,,,,,,,,24.5254,6.275
,,,,,,,,24.5254,6.2875
,,,,,,,,27.1005,6.2875
,,,,,,,,27.1005,6.3
,,,,,,,,27.1005,6.325
,,,,,,,,27.1005,6.3375
,,,,,,,,29.4203,6.3375
,,,,,,,,29.4203,6.35
,,,,,,,,29.4203,6.375
,,,,,,,,29.4203,6.3875
,,,,,,,,31.4958,6.3875
,,,,,,,,31.4958,6.4
,,,,,,,,31.4958,6.425
,,,,,,,,31.4958,6.4375
,,,,,,,,33.3388,6.4375
,,,,,,,,33.3388,6.45
,,,,,,,,33.3388,6.475
,,,,,,,,33.3388,6.4875
,,,,,,,,34.961,6.4875
,,,,,,,,34.961,6.5
,,,,,,,,34.961,6.525
,,,,,,,,34.961,6.5375
,,,,,,,,36.3745,6.5375
,,,,,,,,36.3745,6.55
,,,,,,,,36.3745,6.575
,,,,,,,,36.3745,6.5875
,,,,,,,,37.5915,6.5875
,,,,,,,,37.5915,6.6
,,,,,,,,37.5915,6.625
,,,,,,,,37.5915,6.6375
,,,,,,,,38.6243,6.6375
,,,,,,,,38.6243,6.65
,,,,,,,,38.6243,6.675
,,,,,,,,38.6243,6.6875
,,,,,,,,39.4849,6.6875
,,,,,,,,39.4849,6.7
,,,,,,,,39.4849,6.725
,,,,,,,,39.4849,6.7375
,,,,,,,,40.1855,6.7375
,,,,,,,,40.1855,6.75
,,,,,,,,40.1855,6.775
,,,,,,,,40.1855,6.7875
,,,,,,,,40.7378,6.7875
,,,,,,,,40.7378,6.8
,,,,,,,,40.7378,6.825
,,,,,,,,40.7378,6.8375
,,,,,,,,41.1535,6.8375
,,,,,,,,41.1535,6.85
,,,,,,,,41.1535,6.875
,,,,,,,,41.1535,6.8875
,,,,,,,,41.4437,6.8875
,,,,,,,,41.4437,6.9
,,,,,,,,41.4437,6.925
,,,,,,,,41.4437,6.9375
,,,,,,,,41.6195,6.9375
,,,,,,,,41.6195,6.95
,,,,,,,,41.6195,6.975
,,,,,,,,41.6195,6.9875
,,,,,,,,41.6914,6.9875
,,,,,,,,41.6914,7
,,,,,,,,41.6914,7.025
,,,,,,,,41.6914,7.0375
,,,,,,,,41.6694,7.0375
,,,,,,,,41.6694,7.05
,,,,,,,,41.6694,7.075
,,,,,,,,41.6694,7.0875
,,,,,,,,41.5634,7.0875
,,,,,,,,41.5634,7.1
,,,,,,,,41.5634,7.125
,,,,,,,,41.5634,7.1375
,,,,,,,,41.3826,7.1375
,,,,,,,,41.3826,7.15
,,,,,,,,41.3826,7.175
,,,,,,,,41.3826,7.1875
,,,,,,,,41.1358,7.1875
,,,,,,,,41.1358,7.2
,,,,,,,,41.1358,7.225
,,,,,,,,41.1358,7.2375
,,,,,,,,40.8313,7.2375
,,,,,,,,40.8313,7.25
,,,,,,,,40.8313,7.275
,,,,,,,,40.8313,7.2875
,,,,,,,,40.4769,7.2875
,,,,,,,,40.4769,7.3
,,,,,,,,40.4769,7.325
,,,,,,,,40.4769,7.3375
,,,,,,,,40.08,7.3375
,,,,,,,,40.08,7.35
,,,,,,,,40.08,7.375
,,,,,,,,40.08,7.3875
,,,,,,,,39.6476,7.3875
,,,,,,,,39.6476,7.4
,,,,,,,,39.6476,7.425
,,,,,,,,39.6476,7.4375
,,,,,,,,39.1859,7.4375
,,,,,,,,39.1859,7.45
,,,,,,,,39.1859,7.475
,,,,,,,,39.1859,7.4875
,,,,,,,,38.701,7.4875
,,,,,,,,38.701,7.5
,,,,,,,,38.701,7.525
,,,,,,,,38.701,7.5375
,,,,,,,,38.1983,7.5375
,,,,,,,,38.1983,7.55
,,,,,,,,38.1983,7.575
,,,,,,,,38.1983,7.5875
,,,,,,,,37.6828,7.5875
,,,,,,,,37.6828,7.6
,,,,,,,,37.6828,7.625
,,,,,,,,37.6828,7.6375
,,,,,,,,37.1593,7.6375
,,,,,,,,37.1593,7.65
,,,,,,,,37.1593,7.675
,,,,,,,,37.1593,7.6875
,,,,,,,,36.6318,7.6875
,,,,,,,,36.6318,7.7
,,,,,,,,36.6318,7.725
,,,,,,,,36.6318,7.7375
,,,,,,,,36.1041,7.7375
,,,,,,,,36.1041,7.75
,,,,,,,,36.1041,7.775
,,,,,,,,36.1041,7.7875
,,,,,,,,35.5797,7.7875
,,,,,,,,35.5797,7.8
,,,,,,,,35.5797,7.825
,,,,,,,,35.5797,7.8375
,,,,,,,,35.0615,7.8375
,,,,,,,,35.0615,7.85
,,,,,,,,35.0615,7.875
,,,,,,,,35.0615,7.8875
,,,,,,,,34.5523,7.8875
,,,,,,,,34.5523,7.9
,,,,,,,,34.5523,7.925
,,,,,,,,34.5523,7.9375
,,,,,,,,34.0543,7.9375
,,,,,,,,34.0543,7.95
,,,,,,,,34.0543,7.975
,,,,,,,,34.0543,7.9875
,,,,,,,,33.5697,7.9875
,,,,,,,,33.5697,8
,,,,,,,,33.5697,8.025
,,,,,,,,33.5697,8.0375
,,,,,,,,33.1001,8.0375
,,,,,,,,33.1001,8.05
,,,,,,,,33.1001,8.075
,,,,,,,,33.1001,8.0875
,,,,,,,,32.6471,8.0875
,,,,,,,,32.6471,8.1
,,,,,,,,32.6471,8.125
,,,,,,,,32.6471,8.1375
,,,,,,,,32.2118,8.1375
,,,,,,,,32.2118,8.15
,,,,,,,,32.2118,8.175
,,,,,,,,32.2118,8.1875
,,,,,,,,31.7952,8.1875
,,,,,,,,31.7952,8.2
,,,,,,,,31.7952,8.225
,,,,,,,,31.7952,8.2375
,,,,,,,,31.3981,8.2375
,,,,,,,,31.3981,8.25
,,,,,,,,31.3981,8.275
,,,,,,,,31.3981,8.2875
,,,,,,,,31.0209,8.2875
,,,,,,,,31.0209,8.3
,,,,,,,,31.0209,8.325
,,,,,,,,31.0209,8.3375
,,,,,,,,30.6642,8.3375
,,,,,,,,30.6642,8.35
,,,,,,,,30.6642,8.375
,,,,,,,,30.6642,8.3875
,,,,,,,,30.3279,8.3875
,,,,,,,,30.3279,8.4
,,,,,,,,30.3279,8.425
,,,,,,,,30.3279,8.4375
,,,,,,,,30.0123,8.4375
,,,,,,,,30.0123,8.45
,,,,,,,,30.0123,8.475
,,,,,,,,30.0123,8.4875
,,,,,,,,29.7172,8.4875
,,,,,,,,29.7172,8.5
,,,,,,,,29.7172,8.525
,,,,,,,,29.7172,8.5375
,,,,,,,,29.4423,8.5375
,,,,,,,,29.4423,8.55
,,,,,,,,29.4423,8.575
,,,,,,,,29.4423,8.5875
,,,,,,,,29.1874,8.5875
,,,,,,,,29.1874,8.6
,,,,,,,,29.1874,8.625
,,,,,,,,29.1874,8.6375
,,,,,,,,28.9521,8.6375
,,,,,,,,28.9521,8.65
,,,,,,,,28.9521,8.675
,,,,,,,,28.9521,8.6875
,,,,,,,,28.7357,8.6875
,,,,,,,,28.7357,8.7
,,,,,,,,28.7357,8.725
,,,,,,,,28.7357,8.7375
,,,,,,,,28.5379,8.7375
,,,,,,,,28.5379,8.75
,,,,,,,,28.5379,8.775
,,,,,,,,28.5379,8.7875
,,,,,,,,28.3578,8.7875
,,,,,,,,28.3578,8.8
,,,,,,,,28.3578,8.825
,,,,,,,,28.3578,8.8375
,,,,,,,,28.1949,8.8375
,,,,,,,,28.1949,8.85
,,,,,,,,28.1949,8.875
,,,,,,,,28.1949,8.8875
,,,,,,,,28.0483,8.8875
,,,,,,,,28.0483,8.9
,,,,,,,,28.0483,8.925
,,,,,,,,28.0483,8.9375
,,,,,,,,27.9174,8.9375
,,,,,,,,27.9174,8.95
,,,,,,,,27.9174,8.975
,,,,,,,,27.9174,8.9875
,,,,,,,,27.8014,8.9875
,,,,,,,,27.8014,9
,,,,,,,,27.8014,9.025
,,,,,,,,27.8014,9.0375
,,,,,,,,27.6994,9.0375
,,,,,,,,27.6994,9.05
,,,,,,,,27.6994,9.075
,,,,,,,,27.6994,9.0875
,,,,,,,,27.6107,9.0875
,,,,,,,,27.6107,9.1
,,,,,,,,27.6107,9.125
,,,,,,,,27.6107,9.1375
,,,,,,,,27.5344,9.1375
,,,,,,,,27.5344,9.15
,,,,,,,,27.5344,9.175
,,,,,,,,27.5344,9.1875
,,,,,,,,27.4698,9.1875
,,,,,,,,27.4698,9.2
,,,,,,,,27.4698,9.225
,,,,,,,,27.4698,9.2375
,,,,,,,,27.416,9.2375
,,,,,,,,27.416,9.25
,,,,,,,,27.416,9.275
,,,,,,,,27.416,9.2875
,,,,,,,,27.3722,9.2875
,,,,,,,,27.3722,9.3
,,,,,,,,27.3722,9.325
,,,,,,,,27.3722,9.3375
,,,,,,,,27.3377,9.3375
,,,,,,,,27.3377,9.35
,,,,,,,,27.3377,9.375
,,,,,,,,27.3377,9.3875
,,,,,,,,27.3118,9.3875
,,,,,,,,27.3118,9.4
,,,,,,,,27.3118,9.425
,,,,,,,,27.3118,9.4375
,,,,,,,,27.2936,9.4375
,,,,,,,,27.2936,9.45
,,,,,,,,27.2936,9.475
,,,,,,,,27.2936,9.4875
,,,,,,,,27.2826,9.4875
,,,,,,,,27.2826,9.5
,,,,,,,,27.2826,9.525
,,,,,,,,27.2826,9.5375
,,,,,,,,27.2779,9.5375
,,,,,,,,27.2779,9.55
,,,,,,,,27.2779,9.575
,,,,,,,,27.2779,9.5875
,,,,,,,,27.279,9.5875
,,,,,,,,27.279,9.6
,,,,,,,,27.279,9.625
,,,,,,,,27.279,9.6375
,,,,,,,,27.2852,9.6375
,,,,,,,,27.2852,9.65
,,,,,,,,27.2852,9.675
,,,,,,,,27.2852,9.6875
,,,,,,,,27.296,9.6875
,,,,,,,,27.296,9.7
,,,,,,,,27.296,9.725
,,,,,,,,27.296,9.7375
,,,,,,,,27.3107,9.7375
,,,,,,,,27.3107,9.75
,,,,,,,,27.3107,9.775
,,,,,,,,27.3107,9.7875
,,,,,,,,27.3289,9.7875
,,,,,,,,27.3289,9.8
,,,,,,,,27.3289,9.825
,,,,,,,,27.3289,9.8375
,,,,,,,,27.35,9.8375
,,,,,,,,27.35,9.85
,,,,,,,,27.35,9.875
,,,,,,,,27.35,9.8875
,,,,,,,,27.3737,9.8875
,,,,,,,,27.3737,9.9
,,,,,,,,27.3737,9.925
,,,,,,,,27.3737,9.9375
,,,,,,,,27.3994,9.9375
,,,,,,,,27.3994,9.95
,,,,,,,,27.3994,9.975
,,,,,,,,27.3994,9.9875
,,,,,,,,27.4267,9.9875
,,,,,,,,27.4267,10
m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
1,1000,4,-10,1,1,0,1,,
,,,,,,,,0,0
,,,,,,,,0,0
,,,,,,,,0,0.025
,,,,,,,,0,0.0375
,,,,,,,,-20869.2,0.0375
,,,,,,,,-20869.2,0.05
,,,,,,,,-20869.2,0.075
,,,,,,,,-20869.2,0.0875
,,,,,,,,-20371,0.0875
,,,,,,,,-20371,0.1
,,,,,,,,-20371,0.125
,,,,,,,,-20371,0.1375
,,,,,,,,-19195,0.1375
,,,,,,,,-19195,0.15
,,,,,,,,-19195,0.175
,,,,,,,,-19195,0.1875
,,,,,,,,-17996.5,0.1875
,,,,,,,,-17996.5,0.2
,,,,,,,,-17996.5,0.225
,,,,,,,,-17996.5,0.2375
,,,,,,,,-16803.8,0.2375
,,,,,,,,-16803.8,0.25
